idx,corruption,aann,corrupted_construction,diff
12285,order_swap,a charming twenty meals,a twenty charming meals,0.23312139511108398
12285,no_article,a charming twenty meals,charming twenty meals,1.2113585472106934
12285,no_modifier,a charming twenty meals,a twenty meals,0.19304513931274414
12285,no_numeral,a charming twenty meals,a charming meals,-0.9876260757446289
12288,order_swap,a disgusting three paragraphs,a three disgusting paragraphs,0.7246975898742671
12288,no_article,a disgusting three paragraphs,disgusting three paragraphs,0.6859745979309078
12288,no_modifier,a disgusting three paragraphs,a three paragraphs,2.3700766563415523
12288,no_numeral,a disgusting three paragraphs,a disgusting paragraphs,0.501557350158691
12290,order_swap,a disgusting three meals,a three disgusting meals,0.6350164413452148
12290,no_article,a disgusting three meals,disgusting three meals,0.5979914665222168
12290,no_modifier,a disgusting three meals,a three meals,1.9904301166534424
12290,no_numeral,a disgusting three meals,a disgusting meals,-0.08692216873168945
12291,order_swap,a disgusting five pages,a five disgusting pages,0.9466574192047119
12291,no_article,a disgusting five pages,disgusting five pages,1.1902573108673096
12291,no_modifier,a disgusting five pages,a five pages,3.089500665664673
12291,no_numeral,a disgusting five pages,a disgusting pages,0.4057180881500244
12300,order_swap,a disgusting twenty meals,a twenty disgusting meals,0.7737514972686768
12300,no_article,a disgusting twenty meals,disgusting twenty meals,0.736260175704956
12300,no_modifier,a disgusting twenty meals,a twenty meals,2.294240713119507
12300,no_numeral,a disgusting twenty meals,a disgusting meals,-0.76787567138671875
12303,order_swap,an uninviting three paragraphs,a three uninviting paragraphs,0.7483243942260742
12303,no_article,an uninviting three paragraphs,uninviting three paragraphs,0.9796261787414551
12303,no_modifier,an uninviting three paragraphs,a three paragraphs,1.0824575424194336
12303,no_numeral,an uninviting three paragraphs,an uninviting paragraphs,1.212313175201416
12305,order_swap,an uninviting three meals,a three uninviting meals,0.4724116325378418
12305,no_article,an uninviting three meals,uninviting three meals,1.1525254249572754
12305,no_modifier,an uninviting three meals,a three meals,0.49129819869995117
12305,no_numeral,an uninviting three meals,an uninviting meals,0.28404998779296875
12317,order_swap,a haunting three acts,a three haunting acts,1.1149535179138184
12317,no_article,a haunting three acts,haunting three acts,1.7054967880249023
12317,no_modifier,a haunting three acts,a three acts,2.8557705879211426
12317,no_numeral,a haunting three acts,a haunting acts,0.9923458099365234
12318,order_swap,a haunting three paragraphs,a three haunting paragraphs,1.0632495880126953
12318,no_article,a haunting three paragraphs,haunting three paragraphs,1.1639833450317383
12318,no_modifier,a haunting three paragraphs,a three paragraphs,1.728391170501709
12318,no_numeral,a haunting three paragraphs,a haunting paragraphs,1.003657341003418
12321,order_swap,a haunting five pages,a five haunting pages,1.219996452331543
12321,no_article,a haunting five pages,haunting five pages,1.6223483085632324
12321,no_modifier,a haunting five pages,a five pages,2.27579402923584
12321,no_numeral,a haunting five pages,a haunting pages,0.9507040977478027
12331,order_swap,a hideous three pages,a three hideous pages,2.2971391677856445
12331,no_article,a hideous three pages,hideous three pages,2.227668285369873
12331,no_modifier,a hideous three pages,a three pages,1.5384588241577148
12331,no_numeral,a hideous three pages,a hideous pages,0.9689879417419434
12334,order_swap,a hideous three awards,a three hideous awards,2.2510056495666504
12334,no_article,a hideous three awards,hideous three awards,2.4303412437438965
12334,no_modifier,a hideous three awards,a three awards,1.5959129333496094
12334,no_numeral,a hideous three awards,a hideous awards,0.5620002746582031
12335,order_swap,a hideous three meals,a three hideous meals,1.8905482292175293
12335,no_article,a hideous three meals,hideous three meals,1.0780448913574219
12335,no_modifier,a hideous three meals,a three meals,0.5015163421630859
12335,no_numeral,a hideous three meals,a hideous meals,0.015475749969482422
12341,order_swap,a hideous twenty pages,a twenty hideous pages,3.1730642318725586
12341,no_article,a hideous twenty pages,hideous twenty pages,1.996002197265625
12341,no_modifier,a hideous twenty pages,a twenty pages,1.791783332824707
12341,no_numeral,a hideous twenty pages,a hideous pages,0.8678679466247559
12344,order_swap,a hideous twenty awards,a twenty hideous awards,2.3657684326171875
12344,no_article,a hideous twenty awards,hideous twenty awards,1.9229297637939453
12344,no_modifier,a hideous twenty awards,a twenty awards,2.2786598205566406
12344,no_numeral,a hideous twenty awards,a hideous awards,-0.45752668380737305
12345,order_swap,a hideous twenty meals,a twenty hideous meals,1.9995880126953125
12345,no_article,a hideous twenty meals,hideous twenty meals,1.2961759567260742
12345,no_modifier,a hideous twenty meals,a twenty meals,0.6518540382385254
12345,no_numeral,a hideous twenty meals,a hideous meals,-0.8189506530761719
12356,order_swap,an ugly twenty pages,a twenty ugly pages,1.8540992736816406
12356,no_article,an ugly twenty pages,ugly twenty pages,2.711946487426758
12356,no_modifier,an ugly twenty pages,a twenty pages,0.17468833923339844
12356,no_numeral,an ugly twenty pages,an ugly pages,1.3646202087402344
12358,order_swap,an ugly twenty paragraphs,a twenty ugly paragraphs,1.1694388389587402
12358,no_article,an ugly twenty paragraphs,ugly twenty paragraphs,1.7646732330322266
12358,no_modifier,an ugly twenty paragraphs,a twenty paragraphs,0.1194925308227539
12358,no_numeral,an ugly twenty paragraphs,an ugly paragraphs,0.52091217041015625
12360,order_swap,an ugly twenty meals,a twenty ugly meals,0.9039888381958008
12360,no_article,an ugly twenty meals,ugly twenty meals,1.5857152938842773
12360,no_modifier,an ugly twenty meals,a twenty meals,-0.6164679527282715
12360,no_numeral,an ugly twenty meals,an ugly meals,-0.7586264610290527
12361,order_swap,a mere three pages,a three mere pages,3.2290468215942383
12361,no_article,a mere three pages,mere three pages,2.6548256874084473
12361,no_modifier,a mere three pages,a three pages,2.8937110900878906
12361,no_numeral,a mere three pages,a mere pages,3.0216383934021005
12366,order_swap,a mere five pages,a five mere pages,3.29315185546875
12366,no_article,a mere five pages,mere five pages,2.6222171783447266
12366,no_modifier,a mere five pages,a five pages,2.4322152137756348
12366,no_numeral,a mere five pages,a mere pages,2.9039816856384286
12367,order_swap,a mere five acts,a five mere acts,2.5498037338256836
12367,no_article,a mere five acts,mere five acts,3.0570068359375
12367,no_modifier,a mere five acts,a five acts,1.937391757965088
12367,no_numeral,a mere five acts,a mere acts,2.301036834716797
12368,order_swap,a mere five paragraphs,a five mere paragraphs,2.00048828125
12368,no_article,a mere five paragraphs,mere five paragraphs,1.9223651885986328
12368,no_modifier,a mere five paragraphs,a five paragraphs,1.868710994720459
12368,no_numeral,a mere five paragraphs,a mere paragraphs,2.051988124847412
12371,order_swap,a mere twenty pages,a twenty mere pages,3.723090171813965
12371,no_article,a mere twenty pages,mere twenty pages,2.7287168502807626
12371,no_modifier,a mere twenty pages,a twenty pages,2.6708993911743164
12371,no_numeral,a mere twenty pages,a mere pages,2.4443821907043466
12373,order_swap,a mere twenty paragraphs,a twenty mere paragraphs,2.255558967590332
12373,no_article,a mere twenty paragraphs,mere twenty paragraphs,1.965439796447754
12373,no_modifier,a mere twenty paragraphs,a twenty paragraphs,1.9817614555358887
12373,no_numeral,a mere twenty paragraphs,a mere paragraphs,1.4000515937805176
12377,order_swap,a staggering three acts,a three staggering acts,1.1618576049804688
12377,no_article,a staggering three acts,staggering three acts,2.1405081748962402
12377,no_modifier,a staggering three acts,a three acts,3.5082216262817383
12377,no_numeral,a staggering three acts,a staggering acts,0.8641219139099121
12382,order_swap,a staggering five acts,a five staggering acts,1.1265897750854492
12382,no_article,a staggering five acts,staggering five acts,2.0591297149658203
12382,no_modifier,a staggering five acts,a five acts,3.7269420623779297
12382,no_numeral,a staggering five acts,a staggering acts,0.8123269081115723
12383,order_swap,a staggering five paragraphs,a five staggering paragraphs,1.029271125793457
12383,no_article,a staggering five paragraphs,staggering five paragraphs,1.3935604095458984
12383,no_modifier,a staggering five paragraphs,a five paragraphs,2.450252056121826
12383,no_numeral,a staggering five paragraphs,a staggering paragraphs,0.5993814468383789
12387,order_swap,a staggering twenty acts,a twenty staggering acts,1.6093764305114746
12387,no_article,a staggering twenty acts,staggering twenty acts,2.3030385971069336
12387,no_modifier,a staggering twenty acts,a twenty acts,4.8821258544921875
12387,no_numeral,a staggering twenty acts,a staggering acts,0.3791542053222656
12389,order_swap,a staggering twenty awards,a twenty staggering awards,1.730562686920166
12389,no_article,a staggering twenty awards,staggering twenty awards,2.28365421295166
12389,no_modifier,a staggering twenty awards,a twenty awards,4.995591163635254
12389,no_numeral,a staggering twenty awards,a staggering awards,0.4677443504333496
12395,order_swap,a whopping three meals,a three whopping meals,1.6388885974884033
12395,no_article,a whopping three meals,whopping three meals,1.390005350112915
12395,no_modifier,a whopping three meals,a three meals,1.7230031490325928
12395,no_numeral,a whopping three meals,a whopping meals,0.8385860919952393
12396,order_swap,a whopping five pages,a five whopping pages,2.2649192810058594
12396,no_article,a whopping five pages,whopping five pages,1.9696097373962402
12396,no_modifier,a whopping five pages,a five pages,2.8449716567993164
12396,no_numeral,a whopping five pages,a whopping pages,1.7924962043762207
12400,order_swap,a whopping five meals,a five whopping meals,1.784855604171753
12400,no_article,a whopping five meals,whopping five meals,1.3349950313568115
12400,no_modifier,a whopping five meals,a five meals,1.725879430770874
12400,no_numeral,a whopping five meals,a whopping meals,0.7675373554229736
12403,order_swap,a whopping twenty paragraphs,a twenty whopping paragraphs,1.861006259918213
12403,no_article,a whopping twenty paragraphs,whopping twenty paragraphs,1.6705174446105957
12403,no_modifier,a whopping twenty paragraphs,a twenty paragraphs,2.4492788314819336
12403,no_numeral,a whopping twenty paragraphs,a whopping paragraphs,0.8855061531066895
12404,order_swap,a whopping twenty awards,a twenty whopping awards,2.2723288536071777
12404,no_article,a whopping twenty awards,whopping twenty awards,2.2843799591064453
12404,no_modifier,a whopping twenty awards,a twenty awards,4.307909965515137
12404,no_numeral,a whopping twenty awards,a whopping awards,1.1127915382385254
12408,order_swap,a hefty three paragraphs,a three hefty paragraphs,1.3744406700134277
12408,no_article,a hefty three paragraphs,hefty three paragraphs,1.8592252731323242
12408,no_modifier,a hefty three paragraphs,a three paragraphs,1.618342399597168
12408,no_numeral,a hefty three paragraphs,a hefty paragraphs,0.8606352806091309
12421,order_swap,a paltry three pages,a three paltry pages,2.35378360748291
12421,no_article,a paltry three pages,paltry three pages,2.2419800758361816
12421,no_modifier,a paltry three pages,a three pages,3.0873470306396484
12421,no_numeral,a paltry three pages,a paltry pages,2.166904926300049
12425,order_swap,a paltry three meals,a three paltry meals,1.4639019966125488
12425,no_article,a paltry three meals,paltry three meals,1.3945636749267578
12425,no_modifier,a paltry three meals,a three meals,1.516862392425537
12425,no_numeral,a paltry three meals,a paltry meals,0.81658935546875
12426,order_swap,a paltry five pages,a five paltry pages,2.27947998046875
12426,no_article,a paltry five pages,paltry five pages,2.1992850303649902
12426,no_modifier,a paltry five pages,a five pages,2.7149658203125
12426,no_numeral,a paltry five pages,a paltry pages,2.1383628845214844
