sentence_idx,PREP,ADJ,PRON,VERB,sentence
9601920,than,lighter,I,remember,You're lighter than I remember.
9602168,as,mundane,it,may,"Now, mundane as it may seem, this is probably how writing began - the greatest invention in the history of human civilisation probably arose for admin purposes."
9604672,as,crazy,it,sounds,Nearly as crazy as it sounds.
9604837,as,bad,it,looks,"Riley, it's not as bad as it looks."
9606572,than,older,they,are,"And here it is, they are confronting the death of somebody who is not a whole lot older than they are, you know?"
9608520,as,crazy,it,sounds,"I mean, you know, crazy as it sounds, I-I miss God."
9609176,than,harder,it,looks,- It's harder than it looks.
9623194,as,near,we,could,"Well, I don't know if it would qualify as coincidence, but, near as we could tell, his pops never had leukemia."
9623851,as,dumb,you,look,Maybe... you're not as dumb as you look.
9625945,as,upset,you,are,"Kee, I swear to you, I am just as upset as you are."
9626378,as,smart,you,think,"So... seems that I'm not quite as smart as you think, Mr. Deane."
9629195,as,much,you,want,Take as much as you want.
9630329,as,much,you,want,Take as much as you want.
9631608,as,much,you,want,- Take as much as you want.
9637790,than,worse,it,is,"Are you admitting I was right, you should've brought your cane, or saying I could be making this Emma situation worse than it is?"
9637800,than,dangerous,it,feels,"- Well, speed sure looks more dangerous than it feels."
9637931,than,serious,you,may,"- No, no, I don't think you're some kind of horrible person, but you've done some things that are more serious than you may know, like taking my-- wait a second."
9641091,as,good,you,can,- That's as good as you can do?
9641385,as,broke,I,am,You're almost as broke as I am.
9647552,than,more,you,can,"And I him, more than you can know."
9651937,than,mature,you,are,Ian is even more mature than you are.
9653078,than,better,I,feel,-I'm a lot better than I feel.
9653189,than,greater,you,imagine,-The role of NASA in this deceit is greater than you imagine.
9656473,as,successful,you,are,"But if I did, boy, I'd love them if they were as smart and as successful as you are, Jerry."
9661937,than,worse,you,think,"If they ask us to do that, and I'm telling you I know them well, it would be worse than you think."
9668549,as,much,you,can,"- We don't sell them, we just ask you to give a donation, as much as you can afford."
9669025,as,honest,I,would,honest as I would like.
9669064,than,worse,you,know,And things are a lot worse than you know.
9669631,as,honest,I,would,honest as I would like.
9669669,than,worse,you,know,And things are a lot worse than you know.
9670303,as,honest,I,would,honest as I would like.
9670351,than,worse,you,know,And things are a lot worse than you know.
9675347,than,dangerous,you,realize,- It's more dangerous than you realize.
9676654,as,operative,they,require,"Now, the police, of course, are investigating, and I trust that you will be as co-operative as they require."
9682002,than,darker,you,think,He's darker than you think.
9688862,as,shocked,you,are,"I know, I'm as shocked as you are."
9701016,THAN,BETTER,YOU,DO,BETTER THAN YOU DO.
9701290,THAN,BETTER,HE,DOES,FAR BETTER THAN HE DOES.
9702603,than,similar,you,think,We're much more similar than you think.
9703665,than,easier,it,looks,It's easier than it looks.
9707876,as,guilty,he,is,"That's right, I'm just as guilty as he is."
9715453,than,powerful,I,am,You think I'm more powerful than I am.
9716511,as,guilty,he,is,So you're as guilty as he is.
9725186,as,risky,it,is,"Now, as risky as it is, some of the women in this town are standing together to save their homes."
9728044,as,unnatural,it,is,"Come on, it's unnatural as it is, us living together the night we met."
9729055,than,worse,it,is,Just looks worse than it is.
9735263,as,curious,you,are,"Well, I am just as curious as you are."
9736052,as,curious,you,are,"Well, I am just as curious as you are."
9738675,than,longer,I,can,And crushing miracles for longer than I can remember.
9741924,than,bigger,we,can,Tell the governor that is bigger than we can handle.
9745426,than,complicated,I,'d,So that's a little more complicated than I'd like.
9751072,than,more,I,know,Probably more than I know.
9759117,than,nervous,I,am,You're probably more nervous than I am.
9765611,than,trickier,you,'d,Making the shell slide off like this is trickier than you'd think.
9767573,as,bad,I,do,As bad as I do.
9769799,as,many,you,'d,Not as many as you'd think.
9769910,as,much,he,wants,A vet can basically order as much as he wants.
9770883,than,More,she,knows,More than she knows.
9772012,than,More,you,know,More than you know.
9774797,as,bad,it,looks,It's really not as bad as it looks.
9779280,as,bad,it,sounds,"It's not as bad as it sounds, I promise."
9782284,as,funny,it,may,"Because, as funny as it may sound, they like me."
9793438,than,common,you,might,"I mean, your situation is more common than you might think, but you haven't told me why you come to Brazil."
9802995,as,scared,they,are,They don't know that we're really just as scared as they are.
9812713,as,pretty,you,are,"And unfortunately, your game's not as pretty as you are."
9812716,as,hard,you,should,Not as hard as you should be.
9817232,than,happier,I,am,"I know I will never have your love, but your respect would make me happier than I am."
9828626,as,long,I,can,I had known Rodney for as long as I can remember.
9832489,than,worse,it,is,"OK, well, Gillian, I'm sorry, and I understand it's a difficult situation and I really don't want to make it any worse than it is, but he - well, someone - is going to have to tell my mother at some point,"
9835322,as,scary,you,think,"Honey, you're not as scary as you think."
9840152,as,shocked,you,are,I'm as shocked as you are.
9840188,than,more,you,can,I learned more than you can imagine.
9840644,as,tough,they,come,He's as tough as they come.
9843254,as,sloppy,you,want,"With that dumb son of a bitch, you can be as sloppy as you want."
9843849,as,close,you,'d,"They're not nearly as close as you'd hope,"
9856541,than,predacious,we,are,"never imagining that something else was watching us, a creature even more ruthless and predacious than we are, eager to exploit the very infrastructure we so obligingly arranged."
9857658,than,more,we,have,"20 minutes, but this is the 16 minutes more than we have."
9862477,than,more,you,do,Any more than you do?
9866331,than,complicated,you,know,The world is much more complicated than you know.
9866937,than,complicated,you,know,The world is much more complicated than you know.
9867651,as,crazy,they,are,Am I as crazy as they are?
9869879,as,many,you,want,As many as you want.
9875773,than,more,you,know,You got her to reveal more than you know.
9879797,as,short,we,need,It can be as long or as short as we need.
9881769,than,better,you,think,Maybe you are better than you think.
9882434,as,fast,we,can,"Is this as fast as we can go, Dum Dum?"
9884870,than,more,you,need,So you have more than you need.
9886234,as,surprised,they,are,We must just act as surprised as they are.
9888088,as,unromantic,it,sounds,It's not as unromantic as it sounds.
9902431,as,old,you,can,That's just about as old as you can get.
9910660,than,interesting,it,sounds,"amazingly, is even less interesting than it sounds."
9911088,than,interesting,it,sounds,"Which...amazingly, is even less interesting than it sounds."
9913187,as,perverse,you,are,I'm not as perverse as you are.
9920035,than,more,you,think,You said more than you think.
9933532,as,good,it,smells,At least it tastes as good as it smells.
9934118,as,good,it,smells,At least it tastes as good as it smells.
9934667,as,good,it,smells,At least it tastes as good as it smells.
9934863,as,much,we,do,You wanna find out as much as we do.
9935217,as,good,it,smells,At least it tastes as good as it smells.
9943819,than,harder,it,sounds,"- Ok, that might be harder than it sounds."
9964243,as,painful,it,is,As painful as it is.
9974645,as,big,I,think,"If this stone is as big as I think, we're gonna need a real buyer, all right?"
9976651,as,big,I,think,"If this stone is as big as I think, we're gonna need a real buyer, all right?"
9978966,than,sorrier,you,are,"Believe me, I'm sorrier than you are."
9981112,than,simpler,you,imagine,It's simpler than you imagine.
9985157,than,more,I,do,You know more than I do.
9986876,than,more,you,do,Coz I earn more than you do?
9988411,as,annoying,you,are,Not half as annoying as you are.
9991401,as,much,I,'d,Not as much as I'd like.
9992098,as,much,I,́d,Not as much as I ́d like.
9997631,as,boring,it,sounds,"International corporate law is not as boring as it sounds, Jerry."
9997650,than,more,I,have,But Jerry's been more than I have.
10005611,than,more,I,do,You know more than I do.
10015547,as,many,you,want,As many as you want.
10017101,as,many,you,want,As many as you want.
10023133,as,sighted,you,are,"'She wasn't as clear sighted as you are, Jane.'"
10024034,as,close,we,can,"So we max out the sublight engines, get as close as we can get."
10024835,as,close,we,can,"So we max out the sublight engines, get as close as we can get."
10025573,as,miserable,you,might,"Music is the job of an artist, living is not as miserable as you might think."
10030768,than,clearer,you,are,"I've had 12 beers tonight, and I'm seein' things clearer than you are."
10034057,than,wiser,you,think,Pop stars are wiser than you think!
10034624,than,generous,he,looks,He's more generous than he looks!
10035766,than,wiser,you,think,Pop stars are wiser than you think!
10036329,than,generous,he,looks,He's more generous than he looks!
10037023,than,informed,we,are,"Captain, you're better informed than we are."
10040991,than,smarter,you,are,He's way smarter than you are.
10041715,than,smarter,you,are,He's way smarter than you are.
10049916,as,many,you,like,"- Yeah, as many as you like."
10050114,as,amazing,it,may,"And as amazing as it may seem, you know who else was there?"
10052096,as,many,you,like,"Yeah, as many as you like."
10052276,as,amazing,it,may,"And as amazing as it may seem, you know who else was there?"
10058675,as,good,you,remember,Tastes as good as you remember.
10064111,than,Better,he,deserves,Better than he deserves.
10076726,as,sexy,you,do,I haven't seen anyone eat ramen noodles as sexy as you do.
10077140,as,dumb,you,think,I'm not as dumb as you think.
10082444,than,more,he,realizes,A genius produces a lot more than he realizes.
10083324,than,more,he,realizes,A genius produces a lot more than he realizes.
10092907,than,important,you,know,"Amanda, Lynn is more important than you know."
10093846,than,important,you,know,"Amanda, Lynn is more important than you know."
10095189,than,tougher,you,think,"Hey, you're tougher than you think, Bella."
