sentence_idx,sentence
982225,"The Blues managed to reduce the deficite to just 13 points, but that was as close as they could get, as the Kangaroos then added goals through McKernan and Shannon Motlop."
3996881,"That the French are twice as many as we are, my lord."
8256724,Because you're stronger than I am.
8387799,And the barrier keeping us safe from that is sometimes more fragile than it appears.
351453,“He’s as straight as I am!” cried Dickon.
6929629,"Well, you know more than they do."
7331042,You're smaller than I remember!
7953634,Are all music teachers as dense as I am?
7068907,No one's happier than we are.
2071789,"Sometimes Jill talks as if she were a hundred years older than I am , instead of being a twin ."
10140920,I know as much as you do.
744699,"I have jaws well provided with teeth, and feet furnished with claws, and I lord it over all the beasts of the forest, and what a disgrace it is, that being such as I am, I should be frightened by the crowing of a cock.” Jupiter replied, “Why do you blame me without a cause?"
1047804,"I haven't kept up as, uh, much as I would like,"
3742974,learning is almost always less than we would hope.
2825473,"much as they like, but still we can get value for them."""
6003970,Oki is a lot stronger than I am.
1752327,She looked as cool and unconcerned as you please . ''
3521802,He's much older than she is.
8445195,This damage ain't as bad as it looks.
11050251,Gavin makes me feel like I'm more than I am.
8068369,"No, it's fine as it is."
7798037,He's 12 years younger than I am.
4447510,He is as mentally stable as you are.
8682775,Not as much as I'd like.
8764709,He's not as tough as he looks.
4537640,i'm looking for isabelle and i'm as worried as you are .
6208812,You're quicker than I am.
187693,"She has been producing far more than she consumes, and this excess has"
9583920,"Incredible as it seems, flies, humans and dogs may be smelling the sound of quantum biology."
9583921,"Our sense of smell is fascinating and mysterious as it is, but to think that when I encounter a particular scent and that sets off a whole wave of memories and emotions in my mind, that it's underpinned,"
10190131,That's as exotic as I could get.
7789877,"Well, naturally, when you go around picking on things weaker than you are, why, you're nothing but a great big coward!"
11451701,"Actually in a suburb of Bonn called Plittersdorf on the Rhine, which sounds much more picturesque than it is."
8772922,# Some other folks might be a little bit smarter than I am #
8387899,You're a lot stronger than you look.
3087681,"""It's not as hopeless as you think."
1285444,"She is so funny and dear as she is , '' said Beth , who had never betrayed that she was a little hurt at Jo 's having secrets with anyone but her ."
2129221,It is not as simple as you imagine.
7519559,It's not as easy as you think.
9608520,"I mean, you know, crazy as it sounds, I-I miss God."
793933,"""For years this forest has belonged to us, small as we are, and in a very short time now it will return to the earth from which the trees that built it came."""
8232269,"Don't worry, it wasn't as bad as you think."
9862477,Any more than you do?
3521876,Linda's life is revealed to not be as perfect as it seems.
7347544,It wasn't as bad as it sounds.
8338785,I'm not as useless as you think.
9362788,He's smarter than I am.
4685157,"It means as things go on, they get more serious in the same way that a snowball gets larger as it rolls."
11132265,She's as weird as he is.
3743086,You're just as bad as he is.
1039730,"Anyone who has ever been condemned to that sort of idleness knows how irksome it is , and can understand the state of mind which caused Mac to say to Rose in a desperate tone one day , `` Look here , if you do n't invent some new employment or amusement for me , I shall knock myself on the head as sure as you live . ''"
925049,"‘Reluctant as I am, I must lay aside other tasks and do this one.’"
8756601,It's not as simple as you think.
6045055,"There's so much to do and something about money, that's about as much as I know."
8396162,I'm as surprised as you are.
8723844,West here was as lapsed as they come.
4054405,- On something as long as you are.
11312518,"Well, it's a bit more complicated than it seems, but thanks for the compliment."
11107721,As many as you can find.
6626698,"But this is a lot more subtle than you think, because I've got to make a confession."
6307211,"He was sent to the Mathmos, but was no more digestible than you are."
5078412,"As good as you are, though, I know full well how much better you can be and it's with that spirit that I've prepared a message today."
851343,"Old Gobblers were there, and the mother Turkeys with their broods of children, all looking as fine as you please, in their shining black coats."
2842001,"She was nearly as tall as I am , and she looked like the new statue on the Western Road -- the Demeter of the Baskets , you know ."
5741971,"to die on the gallows, as such as I must end, I would have one blessed"
1031574,"""I haven't,"" said Jack shortly; for the mention of Thanksgiving had brought up before him with startling vividness the picture of a bright dining-room in a certain town far away, a table loaded with good things, and surrounded by smiling faces, and the contrast was almost more than he could bear."
6061462,"""He hasn't had as much as he will get!"""
5414298,- That's as good as it gets.
9305508,"Well, she's hotter than you are."
204197,I promised more than I could perform .
