idx,sentence
635,"By that point I assume even you, entirely confident as you were, must have realised you'd made a mistake."
445,"I mean, as ready as any of us are but I'm also ready sitting around the house, waiting..."
2113,"I mean, as ready as any of us are"
88,"You know that in the war against terror, there's often collateral damage... as awful as that sounds."
1297,"Drunk as you are, any kiss will be obscene."
1556,"I feel secure because, as naked as I am, I'm still hot like this."
3366,"As late as it is, they probably decided to stay and wait for Heath."
2822,Fast as you are?
3775,"As terrible as it may be, does bitterness justify the crime?"
1570,"Serious as all that, I suppose I can spare you five minutes."
826,Generous though the Knight Foundation's resources may be... they are finite.
58,Foolish though I am
3146,And burbled as it came
4074,"Well, believe us, as nice as this place seems to be with your electric fences, warm hospitality and interesting array of wildlife, we don't want to stay."
1199,"Burdened as you are by your primitive Klingon psyche, it is a wonder you are able to keep your violent thoughts under control as much as you do."
2294,"As hard as it is to believe, some people don't care for me neither."
661,As big as you want it to be.
1217,As big as you want it to be.
801,"Unaccustomed as I am to public lynching, let me say that even the army... must have better things to do than listen to the ravings of a man... with enough mold on his brain to produce a quart of penicillin."
2058,"And the comedian, sharp-witted as he was, turns, has a good look at him, and says, 'I'm sorry, doctor' 'but my health is excellent.'"
3746,As understaffed as we are here we try to give the children as much time as they would have in private practice.
423,"As Evil as she is, she's struggling for the first time with the genuine love."
681,As gross as that sounds.
3363,"Tempting as the prospect may be of removing you from this planet, the answer is no because I'll not risk my people to save one of your innocent employees."
1000,"And difficult as it was for me to do, I've adjusted my input circuits:"
3215,"Unaccustomed as I am to public speaking, I'd like to say one thing and let me make it perfectly clear,"
946,"We expect, as the good Christian you are, you will call on us without delay if your daughter appears to be dying."
1210,"You know, as busy as I am, it's all a blur."
3722,As stubborn as he is unappreciative.
1253,"You know, hard as it may seem for you to believe, a man of my age does have a life."
282,"Excellently adapted though harvestmen are to a life on land, they cannot survive for very long away from this damp undergrowth."
2142,"As you say, as perfect as it can be."
2354,"Call it sixth sense, call it intuition, or some strange metaphysic but suddenly I realised... that perfect as our lives appear to be, the pair of us together... there is one wretched, brutal fact that will forever stand in the way of our true happiness."
3035,"And we must view the rest of the world as the lowlife, dark-skinned rats that they are!"
2204,"Doyle, as hot as you are,"
3870,"I believe I know them, sir, disguised as they were."
3546,"Dirty as the police department is,"
4088,"She put the key in the latch, proud as you please."
1577,"As coarse as that sounds, to deny the truth of it is a lie."
1397,"As big as she is, there are worms in the deep desert that could swallow one whole."
1680,- Unaccustomed as I am...
1216,"As crazy as it sounds, the crush eventually faded away."
1365,"No other way of helping him, proud as he is, you know him, Aliki."
1519,"As stupid as he is, but..."
3796,As difficult as that is to believe.
447,"As ready as they'll ever be, Dixon."
548,"And yet as close as it is, that power is never really within your grasp."
2317,"Tough, ruthless, as you might expect, being Han's bodyguard."
3075,"That's why I, young and naive as I was, got on so well with the others."
3401,"And I am glad to say that he shared our opinion, that he joined our point of view, that the Roller production was inadequate, as hard as the decision must have been for him."
3555,"As hard as it must have been for him, he did not return until 1933 to Bayreuth any more, not to the festival any more."
4019,"I'm expected home, late as it is."
3977,As stupid as you are.
3664,"Huge though bergs may be, they are nonetheless usually on the move."
2732,"As messed up as this place may be, it's still a hospital."
92,"As messed up as this place may be, it's still a hospital."
1928,"- To first dates, awkward as they be."
4032,"And deaf as she is, everything she knows comes through her eyes."
950,"As bad as Lake's crimes are, they pale by comparison to these murders."
1003,"As accommodating as Jimmy is, he's not gonna clear your desk for you."
99,"As upset and disappointed as all parties involved are at the moment I was given the unmistakable indication if you were to apologize for your rashness and lack of consideration the Davenports may be open to reannouncing the engagement,"
629,"As strong as I am, I'm having a hard time keeping these guys from trying to kill each other."
2335,"As beautiful and impressive as it is, we're only seeing two dimensions."
599,As hard as you can
612,As hard as you can
837,As hard as you can
850,As hard as you can
1813,As hard as you can
1826,As hard as you can
1871,"As conspicuous as this place is, it's only a matter of time before the bad guys find it."
2132,As hard as you can
2145,As hard as you can
2715,As hard as you can
2728,As hard as you can
190,As hard as you can
203,As hard as you can
307,"Vegeta-sama, as mighty as you are, you were put to quite a bit of trouble, weren't you?"
439,"As strong as Kami-sama and Piccolo were, it's not at all surprising that the Namekians at home would have powerful Ki, too."
